;274768;
Исследование выполнено в вынужденно положении пациентки на спине;3;
гипокинезии срединнодистальных сегментов МЖП;3;
Аневризма восходящего отдела аорты;3;
Дополнительных обпазований в полости ЛЖ убедительно не выявлено;3;
Определяется гипокинезия боковой стенки;3;
Диастолической дисфункции ЛЖ по псевдонормальному типу;3;
средних сегментов передней;3;
аортальная и пульмональная регургитация;3;
ФВ по Simpson BP %;3;
PR;3;
гипокинезии базального и срединного сегментов боковой стенки ЛЖ;3;
Определяется гипоакинезия задней стенки ЛЖ;3;
Жидкости в полости перикарда не выявлено;3;
Количество жидкости в полости перикарда превышет физиологическое максимальное расхождение листков за задней и боковой стенками ЛЖ до;3;
Выраженная дилатация всех камер сердца ИКДО ЛЖ;3;
кинетика асинхронное движение МЖП;3;
В области верхушки ЛЖ пристеночное;3;
Акинезия нижней и части задней стенки ЛЖ;3;
Короткий протокол исследования с целью оценки систолической функции желудочков;3;
ВПС двухстворчатый аортальный клапан;3;
гипокинезия его свободной стенки;3;
ритм ИКД;3;
кинетика не изменена Правый желудочек парастернальная позиция;3;
Кровоток на пульмональном клапане не ускорен;3;
Давление в легочной артерии определить по ТР не удалось;3;
Лёгкая дилатация ЛП;3;
Значимого выпота в перикарде нет;3;
Систолическая дисфункция ПЖ;3;
ЭХОКГ с тканевой допплерографией миокарда ЭХОКГ с ТДГ на аппарате VIVIDS;3;
признаков легочной гипертензии не выявлено;3;
лёгкий аортальный стеноз;3;
Систолическая функция ЛЖ удовлетворительная;3;
cm;3;
Зонаакинезии в базальном;3;
Монофазное наполнение ЛЖ тахикардия;3;
индекс массы миокарда в пределах нормы;3;
Легкий АоС со средним градиентом;3;
Заключение Гемодинамическая перегрузка правых камер сердца;3;
Выраженный кальциноз заднего сегмента митрального;3;
Заключение Не выявлено значимой меж и внутрижелудочковой диссинхронии;3;
особенно участок калциноза на задней створке митрального клапана;3;
Глобальная сократительная способность ЛЖ снижена за счет акинезии дистальных сегментов всех стенок;3;
выраженной гипокинезии боковой стенки;3;
Неяркий малоподвижный тромб;3;
створки митрального клапана;3;
Дополнительных образований на створках клапанов не визуализируется;3;
Глобальная систолическая функция ЛЖ умеренно снижена за счет дискинезии верхушки;3;
гипокинезии переднебоковаых сегментов ЛЖ;3;
сеть Хиари;3;
срединного и дистального перегородочных и срединного переднего сегментов ЛЖ;3;
дистального и срединного переднеперегородочных сегментов;3;
не снижена TAPSE;3;
срединном сегменте боковой стенки ЛЖ;3;
Данных в пользу тампонады перикарда нет;3;
мм по контуру сердца с наличием изоэхогенного содержимого фибрин на висцеральном листке;3;
передней и нижней стенко ЛЖ;3;
Сепарация листков перикарда по всему контуру сердца до;3;
гипоакинезии срединного сегмента передней стенки ЛЖ;3;
кинетика не нарушена;3;
полость выполнена преимущественно гипо изоэхогенным содержимым толщиной до;3;
Акинезия базальных сегментов боковой стенки ЛЖ без нарушения глобальной сократительной способности;3;
не поышено;3;
Допплер КГ Ортоградный кровоток через клапаны ламинарного типа;3;
см от места впадения в ПП лоцируется головка тромба;3;
Систолическая функция правого желудочка снижена TAVS;3;
количество различить не представляется возможным;3;
Короткий протокол оценки ФВ ЛЖ;3;
Зоны гипокинезии серединном сегменте задней и боковой стенок ЛЖ;3;
Приклапанная МРег;3;
Расчётное систолическое давление в лёгочной артерии не повышено;3;
MV PPG;3;
мелкие включения кальция;3;
Синусовая тахикардия! Правые камеры расширены;3;
Аорта в восходящем отделе незначительно расширенаСтенки аорты уплотнены;3;
Миокард истончен в области верхушки;3;
Глобальная систолическая функция ЛЖ легко снижена за счет акинезии верхушки и дистального сегмента МЖП;3;
преимущественно тела и по краям комиссур;3;
тяжелый АС;3;
Акинезия базальных и срединных сегментов нижней;3;
Стенки незначительно утолщены;3;
аортальные полулуния уплотнены Аортальная недостаточность приклапанная;3;
Определяется акинезия задней стенки ЛЖ;3;
Глобальная и локальная сократительная способность ЛЖ нижней границы нормы;3;
Легкая дилятация левого и правого предсердий;3;
Рестриктивное наполение ЛЖ;3;
Осмотрен на фоне тахисистолии ЧЖС;3;
ЧСС ритм синусовый+ЭКС;3;
СДЛА не определяется не визуализирована TR;3;
Кровоток на ПК не ускорен;3;
Несколько снижена сократительная способность правого желудочка TAPSE;3;
степени PHT;3;
систолическая функция ЛЖ не нарушена гипокинезия верхушки;3;
верхушечных и срединных сегментов всех стенок;3;
за верхушкой до;3;
Уплотнено кольцо АК;3;
ритм нерегулярный;3;
Аополулуния;3;
выявлена гипокинезия миокарда базальных и срединных боковых сегментов ЛЖ;3;
TS min;3;
давление в легочной артерии умеренно повышено;3;
Впечатление легкой гипокинезии боковой стенки без нарушения глобальной сократительной способноти ЛЖ;3;
ЛА незначительно расширена;3;
Повторно;3;
мелкие кальцинаты на хордальном аппарате;3;
Зоны гипокинезии базальных сегментах задней части МЖП и нижней стенок ЛЖ;3;
В области верхушки ЛЖ — диастолическая деформация полости;3;
Короткий протокол исследования с целью оценки систолической функции ЛЖ перед КАГ   Глобальная сократительная функция ЛЖ не снижена;3;
динамика объемов ЛЖ;3;
кальций в основании створок АоК и МК;3;
диффузная гипокинезия стенок;3;
ДЛА по ТК рег;3;
небольшая дилатация ПП;3;
гемодинамически незначимый;3;
% за счет диффузной гипокинезии;3;
Акинезия задней и нижней стенок;3;
гипокинезия срединного сегмента передней стенки ЛЖ;3;
Аополулуния фрагментаро кальцинированы;3;
без выраженных изменений;3;
без значимой динамики;3;
В правых камерах линейные эхосигналы проводника электрода;3;
Глобальная сократительная функция ЛЖ легко снижена за счет гипоакинезии миокарда срединных и базальных боковых сегментов ЛЖ;3;
ЭКГ руправляемая ЭКС СРТ частотой;3;
мс Тромбы в ушке ЛП не визуализируются;3;
Зона акинезии в срединном и базальном сегментах передней части МЖП срединном сегменте задней части МЖП в верхушечных сегментах МЖП;3;
срединных сегментов переднеперегородочной и передней стенок;3;
Митральная регургитация I степениТрёхстворчатый клапан не изменён;3;
Убедительных данных за наличие зон акинезии на фоне крайне неудовлетворительной визуализации не получено;3;
Глобальная сократимость ЛЖ резко снижена EF по Simpson BP около;3;
Сепарация листков перикарда перед правым желудочком до;3;
Начальная дилатация ЛП по индексу объема;3;
бигеминия;3;
Заключение Нарушение локальной сократимости;3;
Пульмональная регургитация минимальная;3;
Дополнительная диагональная хорда в полости ЛЖ;3;
площадь МО планиметрически;3;
ЭХОКГ в динамике;3;
гипокинезии срединных сегментов заднебоковой стенок;3;
полулуния его значительно уплотнены;3;
Определить локальные нарушения сократимости представляется затруднительным;3;
Сократимость ПЖ снижена;3;
акинезии всех сегментов МЖП;3;
боковой стенки до базальных сегментов;3;
Глобальная сократительная функция ЛЖ умерено снижена ФВ ~ % за счет диффузной гипокинезии;3;
Заключение Очаговое поражение ЛЖ с умеренной его систолической дисфункцией;3;
Легко утолщены базальный сегмент МЖП и задняя стенка ЛЖ;3;
Заключение Выявлены значимая меж и внутрижелудочковая диссинхрония миокарда;3;
камеры сердца не расширены;3;
Дегенеративные изменения клапанов и аорты;3;
% Simpson за счёт акинезии верхушки и дистальных сегментов циркулярно гипоаккинезии МЖП и передней стенки ЛЖ;3;
базального нижнебокового сегментов ЛЖ;3;
Легко снижена систолическая функция ЛЖ за счет гипокинезии задненижней и боковой стенок;3;
Расхождение листков перикарда за боковой стенкой ПЖ за счет жидкости;3;
Легкая дилятация левого предсердия по индексу обьема;3;
просвет расширен на уровне синусов и в восходящем отделе;3;
ее стенки уплотнены;3;
ритм синусовый + частая суправентрикулярная экстрасистолия;3;
Аорта расширена в области синусов и в восходящем отделе;3;
Глобальная сократительная способность миокарда ЛЖ незначительно снижена за счет незначительной гипокинезии МЖП с элементами диссинхронии в дистальных сегментах;3;
Гипо акинезия базального и срединного сегмента боковой стенки ЛЖ;3;
Приклапанная недостаточность на МК;3;
плохо коллабирует на вдохе;3;
нижней стенки в базальном сегменте нижней стенки ЛЖ;3;
% за счет акинезии задней и нижней стенок;3;
В средней трети МПП лоцируется левоправый сброс;3;
акинезии задней стенки ЛЖ;3;
Enneaaiaaiea iiaiaeeinu a auioaaiiii iieiaiee iaoeaioa ia nieia;3;
при вдохе просвет почти полностью спадается;3;
размер;3;
умеренно левое предсердие;3;
Миокард умеренно симмметрично утолщен;3;
Нарушение кинетики миокарда ЛЖ гипокинезия базальных и срединных сегментов МЖП;3;
Левый желудочек не расширен инд;3;
Визуализация затруднена в связи вынужденным положением больной;3;
раскрытие недостаточное;3;
Гипоакинезия базальных сегментов МЖП и нижней стенки ЛЖ;3;
Систолическое давление в ЛА умеренно повышено;3;
При осмотре по заднеё подмышечной линии в плевральных полостях с обеих сторон лоцируется эхонегативное пространство жидкость с включениям фибрина;3;
дистальных отделов передней;3;
Дискинезия верхушечного сегмента нижней стенки ЛЖ;3;
утолщены восходящий отдел расширен относительно синусов в области синотубулярного соединения лоцируются кальцинированные атеросклеротически бляшки;3;
Фмиц им;3;
в срединном сегменте МЖП до;3;
Давление в легочной артерии по ТР на верхней границе нормы;3;
с мелкими участками кальциноза;3;
гипокинезия боковой и передней стенок ЛЖ;3;
Начальное расширение правого предсердия;3;
Количественные показатели регургитации определить не удалось ввиду ее не выраженности;3;
Лёгкий аортальный стеноз расчётная площадь аортального отверстия;3;
Створки митрального клапана внешне не изменены;3;
ФВ по Simpson %;3;
Гипокинезия нижней стенки и нижнеперегородочного сегмента;3;
Пульмональная регургитация не выявлена;3;
Короткий протокол с целью оценки полости перикарда и СДЛА;3;
небольшой систолический пролапс обеих створок;3;
На МПП лоцируется оклюдер;3;
степени на фоне дилатации кольца и дисфункции ПЖ;3;
норма% ДД по РТ;3;
Отмечается улучшения глобальной сократимости ЛЖ;3;
Глобальная систолическая функция ЛЖ незначительно снижена за счет акинезии МЖП и верхушки ЛЖ;3;
гипокинезии верхушки и верхушечного сегмента передней стенки ЛЖ;3;
Диастолическая функция обоих желудочков сохранена;3;
легкая гипокинезия нижней стенки;3;
Недст;3;
Заключение Умеренная дилятация восхотдела Ао;3;
подклапанных структур;3;
ритм синусовый+частая желудочковая экстрасистолия;3;
умеренно сни жена систолическая функция ЛЖ за счет гипокинезии верхушки;3;
раскрытие створок полное;3;
шунт;3;
задней стенок ЛЖ на фоне диффузной гипокинезии ЛЖ;3;
Жидкость в перикарде не выявлена;3;
Короткий протокол исследования перед КАГ;3;
Врач Лясникова ЕАг;3;
в базальных сегментах МЖП;3;
гипермобильна в средней трети;3;
Акинезия дистальных сегментов МЖП;3;
Створки аортального клапана неравномерно уплотнены;3;
движение разнонаправленное;3;
степени по псевдонормальному типу;3;
передней и боковой стенок на всем протяжении;3;
Гипокинезия задней части МЖП;3;
Исследование выполнено не в полном объеме;3;
Ао и Аополулуния без особеннотстей;3;
нижнебокового сегментов ЛЖ;3;
Створки клапанов;3;
Хорошая систолическая функция левого желудочка;3;
степени эксцентричной струей вдоль боковой стенки ЛП;3;
Приклапанная Мрегст;3;
Глобальная систолическая функция ЛЖ незначительно снижена за счет акинезии верхушки;3;
В полости ЛЖ – выраженный эффект спонтанного контрастирования;3;
срединных переднего и переднеперегородочного сегментов ЛЖ;3;
дистального сегмента передней стенки;3;
% за счет гипоакинезии нижней;3;
В области верхушечного сегмента боковой стенки ПЖ участок диастолической деформации миокарда;3;
не превышает физиологической нормы;3;
некотрое уменьшение количества выпота в перикарде;3;
Восходящая аорта незначительно расширена;3;
ФВ Симпсон %;3;
Сократимость правого желудочка снижена;3;
тяжелая трикуспидальная регургитация ERO;3;
Легкая дилатация ЛП индекс объема ЛП;3;
Нарушение геометрии ЛЖ за счет акинезии верхушечных сегментов МЖП;3;
II тип;3;
Митральный клапан створки утолщены;3;
кроме гипокинезии в области базального и срединного сегментов задней части МЖП;3;
ФИО Лотарев Анатолий Федорович;3;
Легкий стеноз устья аорты;3;
Наслоения фибрина на висцеральном листке перикарда вдоль свободной стенки ПЖ;3;
ПЖ не снижена TAPSE;3;
гемодинамически незначимые;3;
задней стенок и МЖП;3;
диски оклюдера расположены в соответствующих камерах;3;
ускорение кровотока с максимальным градиентом;3;
ФИО Юдин Олег Иванович;3;
Определяется гипокинезия МЖП;3;
Градиент давления в ВТЛЖ в покое не увеличен;3;
состояния перикарда;3;
Сократительная способнсоть миокарда ЛЖ умеренно снижена за счет гипоакинезии базального и среднего сегментов нижней стенки ЛЖ;3;
умеренно уплотнены;3;
мм с фиброзом и истончением дистальных сегментов МЖП;3;
Показана коррекция терапии;3;
Створки митрального клапана кальцинированы у основания;3;
срединных и базальных нижних и нижнебоковых сегментов ЛЖ;3;
Размеры обоих предсердий на уровне верхней границы нормы;3;
срединных отделов передней стенок ЛЖ;3;
Систолическая функция ЛЖ значительно снижена ФВ ЛЖ;3;
сединичными;3;
Склероз МК;3;
МНед;3;
В средней трети ЛЖ;3;
Кровоток в ВТЛЖ и на АК не ускорен;3;
Легкая гипокинезия базального сегмента нижней стенки;3;
Акинезия базального сегмента нижней стенки и гипокинезия передней стенки без нарушения глобальной сократительной способности ЛЖ;3;
Дилатация левых камер сердца ИКДО ЛЖ;3;
Акинезия верхушечных сегментов;3;
Участки дискинеза в облверхушки;3;
Утолщен миокард обоих желудочков;3;
акинезии срединных;3;
гипокинезии апикальных и срединных сегментов боковой и передней стенки ЛЖ;3;
гипокинезии МЖП и нижней стенки;3;
свободной стенкой ПЖ и правым предсердием;3;
массивный кальциноз полулуний АК;3;
апикальных сегментов всех стенок цциркулярно;3;
легочный ствол адекватно визуализировать не удалось;3;
в основание;3;
Глобальная систолическая функция ЛЖ умеренно снижена EF BP;3;
Диаметр нижней полой вены уменьшен;3;
стенки уплонены;3;
Жидкость в полости перикарда;3;
Умеренно утолщена МЖП в базальном сегменте;3;
гипокинезия среднего и верхушечного сегмента МЖП;3;
Короткий протокол экстренно с целью оценки сократимости ЛЖ;3;
Недоступны классические проекции парастернальая и верхушечная;3;
хорошо соращаются базальные сегменты всех стенок;3;
Глобальная сократительная способность ЛЖ легко снижена ФВ Simpson BP;3;
При CDI нельзя исключить наличие гемодинамически незначимого шунта крови на уровне средней трети МПП d ~;3;
срединного сегментов передней стенки ЛЖ;3;
внутрижелудочковая диссинхрония выражена на боковой;3;
ограничена вынужденным положением пациента на спине;3;
Глобальная систолическая функция ЛЖ легко снижена за счет акинезии базального и срединного сегментов нижней стенки;3;
Заключение Умеренная дилатация левых камер сердца;3;
Зона акинезии во всех сегментах МЖП и верхушки ЛЖ;3;
без грубых структурных изменений;3;
Увеличены оба предсердия;3;
Небольшой асинхронизм на фоне внутрижелудочковой блокады;3;
Глобальная сократимость левого желудочка снижена;3;
Зона акинезии в области верхушечных сегментов МЖП и нижней стенки ЛЖ с диастолической деформацией полости ЛЖ;3;
Легочная артерия значимо не расширена;3;
Незначительная дилатация правого предсердия end diastolic area RA;3;
Глобальная систолическая функция ЛЖ визуально не снижена;3;
Зона акинезии в базальных и срединных сегментах нижней стенки ЛЖ и задней части МЖП;3;
Умеренно выраженный сенильный стеноз аорты;3;
Миокард в области нижней и заднейбоковой стенок гиперэхоненный — зона рубцовых изменений;3;
осмотр в;3;
ОТС~;3;
Акинезия базальных сегментов нижней стенки и задней части МЖП;3;
Низкое качество локации;3;
гипоикнезия передней стенки;3;
выраженная гипокинезия нижней стенки ЛЖ;3;
Глобальная сократимость миокарда ЛЖ удовлетворительная;3;
Глобальная сократительная способность ЛЖ легко снижена за счет акинезии верхушки;3;
скорость кровотока в ВТЛЖ в норме;3;
МК легко уплотенны створки;3;
Ак не изменен;3;
на фоне его начальной гипертрофии;3;
За свободной стенки ПЖ до;3;
срединном сегменте заднебоковой стенки;3;
за боковой и передней стенками ПЖ;3;
значительное повышение ультразвуковой плотности миокарда базального и срединного сегментов нижней стенки ЛЖ;3;
за счет диффузной гипокинезии;3;
верхушки и передней стенки и МЖП на дистальном уровне;3;
створки кальцинированы;3;
Аорта уплотнена не расширена;3;
*nooeooiua iieacaoaee e EII anneoaiu niaeanii aeiiaiaaoeyi EAE’;3;
Расширены правые камеры сердца;3;
передней стенки срединного и верхушечного сегмента;3;
Точка коаптации смещена к верхушке ПЖ;3;
В области верхушки ПЖ лоцируется электрод ЭКС;3;
Масса миокарда ине повышена;3;
деформированы;3;
Aiiiea EA ieoaeuiay aaoaeoaoey no;3;
Складывается впечатление о гипокинезии в области задней стенки ЛЖ;3;
мм по направлению из левого в правое предсердие;3;
Створки аортального клапана уплотнены по краям;3;
Асинхронное движение МЖП;3;
Легкий аортальный стеноз полулуния кальцинированы ++;3;
резидуальный транссептальный шунт не выявлен;3;
боковой стенках ЛЖ;3;
Гипокинезия задненижней стенок;3;
кальциноз полулуний;3;
степени РНТ мсек;3;
Диастола –;3;
Дуга аорты не расширена;3;
Скорость кровотока на уровне АоК незначительно увеличена;3;
легко расширена;3;
Глобальная систолическая функция ЛЖ легко снижена за счет гипокинезии базальных и срединных сегментов задней и боковой стенок ЛЖ;3;
Умеренная дилатация ЛЖ по ИКДО;3;
диастолическая дисфункция за счет нарушения релаксации;3;
всего фибрин;3;
стенки восходящая аорта;3;
Трикуспидальная регургитация приклапанная Легочная артерия слегка расширена;3;
гипоакинезии базального и среднего сегментов нижней стенки ЛЖ;3;
асинхронизма МЖП;3;
приклапанная регургиатция;3;
Стенки левого желудочка легко утолщены;3;
плотно прилегающий к передней стенке ЛЖ;3;
на фазы дыхания не реагирует;3;
умеренная дилатация ПП;3;
Миокард ЛЖ значительно утолщен выраженная концентрическая ГЛЖ;3;
выполняющего весь объем НПВ;3;
выраженной гипокинезии нижней стенки ЛЖ;3;
Давление в легочной артерии на уровне верхней границы нормы;3;
от верхушки до базального сегмента;3;
Выраженное снижение глобальной систолической функции ЛЖ;3;
дистального и срединного сегментов передней стенки ЛЖ;3;
МЖП имеет S образную форму;3;
правых;3;
Снгментарных нарушений сократимости ЛЖ не выявлено;3;
фиброзно изменена;3;
срединных переднеперегородочного и переднего сегментов ЛЖ;3;
степени Rad;3;
Толщина и масса миокарда ЛЖ не увеличены;3;
Систолическое давление в ЛА на пограничных значениях;3;
хорошо сокращается МЖП;3;
верхушечного и среднего сегментов МЖП;3;
Давление в легочной артерии значительно повышено;3;
В области срединного сегмента боковой стенки лоцируется линейный высокоподвижный элемент тромба длинной;3;
Акинезия базального и срединного сегментов задней стенки;3;
вдоль боковой стенки ЛП;3;
повышение ультразвуковой плотности миокарда задней стенки ЛЖ;3;
Расчетное систолическое давление в легочной артерии не определяетсяДилатация левого желудочка;3;
кольцо уплотнены Ve;3;
Зон нарушения сократимости убедительно не определяется;3;
Уплотнены створки АК и МК;3;
Стенки аорты и створки аортального клапана уплотнены;3;
апикальных сегментов МЖП и нижней стенки ЛЖ;3;
Расширены все полости сердца;3;
гипермобильная;3;
Тромбы в полостях не лоцируются;3;
Акинезия базального сегмента нижней стенки и гипокинезия задней стенки ЛЖ без нарушения глобальной сократительной способности;3;
выпота в полости перикарда;3;
мм с уменьшением по направлению к верхушке;3;
Расширено трикуспидальное кольцо широкая струя регургитации по всей длине предсердия;3;
ДМПП;3;
% в динамике;3;
Небольшая лёгочная гипертензия;3;
Аорта в восходящем отделе и на уровне дуги легко расширена;3;
МЖП на протяжении гипокинезии передней стенки;3;
Створки трикуспидального и пульмонального клапанов не изменены Количество жидкости в полости перикарда не превышает физиологическое;3;
ствол ЛА не рсширены;3;
рыхлые;3;
масса миокарда повышена ИММ гм;3;
мм концентрическая ГЛЖ;3;
стенки кальцинированы восходящая аорта;3;
Тяжелая митральная регургитация;3;
мм в области верхушки ЛЖ;3;
Впечатление легкого снижения систолической функции ЛЖ;3;
мл УО;3;
Глобальная сократимость умеренно снижена;3;
митральная;3;
жидкости в полости перикарда и плевральных полостях;3;
АОполулуния уплотнены;3;
ФВ ЛЖ сохранна;3;
створки аортального клапана с множественными мелкими участками кальциноза;3;
Кровоток на аортальном клапане незначительно ускорен до;3;
Умеренно расширены полости ЛП;3;
акинезия базального и срединного сегментов боковой стенки;3;
створки аортального клапана кальцинированы по краям;3;
Толщина стенок миокарда не увеличена;3;
дистального отдела МЖП;3;
% за счет гипоакинезии верхушки;3;
передней стенки ЛЖ и МЖП;3;
Склеродегенеративные изменений Ао;3;
массам миокарда повышена индекс массы миокарда* ~;3;
формирующийся аортальный стеноз;3;
Фрагментарно кальцинированы створки АК;3;
Диастолическая дисфункция ригидный тип;3;
Систолическое давление в ЛА умеренно повышено до;3;
Расчетная эффективная площадь аортального отверстия;3;
тепени;3;
степени vena contrмм ERO;3;
снижена его сократительная способность;3;
В правых камерах лоцируется провод ЭКСПо сравнению с данными от;3;
боковой стенок и верхушки ЛЖ;3;
В правых камерах сердца — электрод ЭКС;3;
Небольшое коллабирование стенки ПП;3;
гипокинезии остальных стенок ЛЖ;3;
умеренная до выраженной дилатация левого желудочка;3;
срединных сегментах нижней;3;
Глобальная сократимость обоих желудочков сохранена EF Teich %;3;
диссинхронии МЖП;3;
нижняя граница нормы;3;
Зона акинезии в срединных сегментах МЖП во всех верхушечных сегментах в срединных сегментах боковой;3;
РСДЛА легко повышена;3;
Гиперкинез остальных сегментов;3;
Глобальная систолическая функция ЛЖ умеренно снижена за счет акинезии нижней стенки ЛЖ;3;
Умеренная концентрическая гипертрофия миокарда ЛЖ;3;
Заднюю створку корректно вывести не удалось;3;
Субэндокардиальный фиброз задней стенки ЛЖ;3;
Глобальная сократительная функция ЛЖ сохранена ФВ Simpson BP % Диастолическая дисфункция ЛЖ по типу нарушения расслабления ЛЖ;3;
МЖП на протяжении;3;
Глобальная сократительная функция ЛЖ сохранена;3;
ТрК без особеннстей;3;
тромб гипоэхогенный;3;
Глобальная сократимость миокарда ПЖ сохранена TAPSE;3;
НПВ исходно — сне широкая;3;
Размер ЛП на уровне верхней границы нормы;3;
Аополулуния без особеннотсей;3;
Расхождение листков перикарда за счет жидкости за задней и боковой стенками ЛЖ и ПП;3;
Короткий протокол с целью оценки EF LV;3;
электрода ЭКС;3;
гипокинезия срединных сегментов боковой и передней стенок ЛЖ;3;
Глобальная сократительная способность ЛЖ нзначительно снижена за счет акинезии нижней стенки;3;
ИКСО;3;
Митральный клапан расширение кольца;3;
срединного и базального сегментов боковой стенки;3;
ФИО Шелопугин Павел Борисович;3;
масса миокарда значительно повышена выраженная симметричная гипертрофия ЛЖ;3;
Умеренная дилатация левого предсердия и левого желудочка;3;
передней и боковой стенок на срединном и дистальном уровнях;3;
Глобальная сократимость ЛЖ количественно не оценивалась;3;
Небольшой систолический пролапс ПС;3;
боковой и задней стенок;3;
дистальных отделов нижней стенки;3;
Другие камеры не расширены;3;
дистальных сегментов циркулярно срединных перегородочных и переднего;3;
НПВ недостаточно коллабирует на вдохе;3;
Восходящий отдел расширен относительно синусов;3;
Глобальная систолическая функция ЛЖ легко снижена ФВ ВР;3;
Легкая дилятация левого предсердия объем;3;
Глобальная систолическая функция ЛЖ значительно снижена на фоне диффузной гипокинезии;3;
Диастолическая функция ЛЖсохранена;3;
Небольшая концентрическая ГЛЖ;3;
Несколько расширен восходящий отдел аорты до;3;
Состояние после АКШ;3;
Приклапанная АоРегст;3;
Короткий протокол с целью оценки систолической функции ЛЖ;3;
просвет расширен на уровне синусов до;3;
мелкие участки кальциноза в створках аортального клапана;3;
TR RV;3;
Глобальная сократимость легко снижена ФВ около %;3;
сохраняется кардиомегалия со снижением ССМ ЛЖ и ПЖ;3;
дисфункцией заднемедиальной группы папиллярных мышц;3;
среднего сегмента нижней и задней стенок;3;
Трикуспидальный клапан регургитация dPtr;3;
в ВТЛЖ И ПЖ не ускорен;3;
Акинезия срединных;3;
Гипокинезия срединного и верхушечного сегментов боковой стенки;3;
гипокинезии дистального нижнего сегмента;3;
Створкимитрального клапана уплотнены;3;
за исключением задней стенки и базальных сегментов боковой и нижней стенок;3;
во всех верхушечных сегментах ЛЖ;3;
Во время ангинозного приступа;3;
нагрузка не проводилась;3;
в полостьи незначительный выпот;3;
акинезия верхушечных сегментов МЖП;3;
случившегося в ходе исследования;3;
Короткий протокол с целью оценки выпота в полости перикарда;3;
крепящийся тонким основанием к латеральной части фиброзного кольца ТК;3;
Небольшая гипертрофия ЛЖ ИММ*;3;
предсердие резко увеличены;3;
выявлена гипокинезия миокарда базального и срединного нижних сегментов ЛЖ;3;
